x,y
5.780913011344704,10.70713699017078
2.0609823213950174,6.197191054745416
8.1332125135732,15.866151373413038
8.235888725334455,16.331857925988803
6.534725339011757,12.904141717277149
1.6022955651881965,4.759025391984348
5.206693596399246,15.456843238619735
3.2777281162209313,8.415382848159005
2.4999667668640035,6.645835569071416
9.528169091459116,21.071295284615818
9.965569925394552,22.364936728780034
0.4455638245043303,2.3210230965228345
8.60161037286291,20.89024546696033
6.0319061096818505,16.597711398985297
3.8160598591911787,10.807374596547694
2.8361821790671513,7.13029495943989
6.74964847134956,16.593970284922996
4.568311510583056,13.63561212021601
6.858614854745947,13.844272874015966
6.618463200523511,13.849112806524833
1.329781447122128,5.184740959326548
7.678378139439905,18.742688293635496
9.824132490111909,22.920891085566424
9.693881604049189,22.326659103334734
6.13326820546709,16.39656305650636
0.44260632864620897,2.506029835698453
0.04055144158407464,3.6450877475739576
1.3397252704913387,7.264801701471602
9.410022713958341,20.819641782008176
3.028605620290723,10.142091229747999
3.661456016604264,10.609359987027371
8.981962445391883,22.65290549967056
3.1436380495645064,5.504711548508177
5.489821840124055,15.565779291772959
4.360309576241223,12.34854400184696
0.6499417612685054,5.836120833561312
5.845462257019301,16.711778059468717
8.440678976619022,17.912514936534926
1.564189183874064,5.975629652643175
2.242989686860415,4.209332062087972
4.128702077148407,10.838556996140028
0.3692486905862902,4.997896968640781
4.966034986165482,10.154053900571126
8.179828644296318,17.75848661481766
6.578909387591091,12.821600256686516
5.3348373565277205,10.934090055131714
8.551257407736001,17.674868999458972
1.4968813497140154,2.3922057092737816
5.672354768631239,16.46347483075003
3.741748177480889,11.79142683217707
6.013045471136395,13.953554045355421
1.1291570189443623,5.516709679868474
7.755127010728279,18.950967191057543
0.9660583318435267,3.851379613239031
1.6636374579324753,4.702539935002074
8.074497520247556,19.42553127565125
9.476939242234907,21.679231992587727
4.332315025514858,9.284863770898156
4.140808317483012,9.478790591199944
2.454818761407551,7.564074748707208
2.7470339196557703,8.16854275780414
6.172527709741663,12.758908699325692
1.7846041072072527,6.070827741106042
1.1948250433077712,6.440092475968353
4.557348586810383,13.383684604171226
1.649378065796322,6.045662069232467
6.48724831216227,12.574295244454712
8.21055674361497,18.264033300845007
7.775113893753993,15.355081021776918
4.801333902243475,8.992550509243152
3.4757125622081695,7.443344751386052
4.347105489944344,10.46140438668792
0.05008574909348362,3.3757009988019826
7.1257320078963735,17.248865227966437
3.3165722263549546,7.280420145457757
3.1942323776053394,9.502511825235034
0.7992503242021254,3.410167179066476
4.4805592600101605,11.0417759895717
5.828489673005941,12.37043723108231
3.90586941842884,9.456058386290145
8.695455453974027,18.77650042916161
6.733532167485129,17.022690585311228
2.414082418108049,6.611671988224307
5.253538488765902,12.278342944773843
9.105338176465974,20.438425905749614
5.201096943214129,12.368590158254076
6.021048687389493,15.325404296310172
0.6277362381152096,4.33493682705277
4.893861165217643,13.659294776780516
4.614412627964343,10.705403799111096
4.011298800689024,11.78581012618417
4.204353581465221,13.21282081181171
5.849350493343958,16.786012477850782
5.3866704842314315,14.197453048178687
4.898957587909363,9.256201567859781
1.6579644053220766,7.233587156911075
4.4134681745358755,12.876367476984734
9.686781985609425,18.878688471872906
4.151736932178327,9.281469244768564
0.35317829787831156,1.3797139817765605
